sp,N,MeanDA,SiteCode,ha
Pouteria aff. hispida,6,12,ESpedro4,0.5
Pouteria bangii,30,60,ESpedro4,0.5
Pouteria bullata,3,6,ESpedro4,0.5
Pouteria cuspidata,2,4,ESpedro4,0.5
Pouteria macrophylla,2,4,ESpedro4,0.5
Pradosia lactescens,3,6,ESpedro4,0.5
Protium aracouchini,4,8,ESpedro4,0.5
Protium widgrenii,21,42,ESpedro4,0.5
Protium heptaphyllum,7,14,ESpedro4,0.5
Protium tenuifolium,6,12,ESpedro4,0.5
Pseudobombax grandiflorum,6,12,ESpedro4,0.5
Psidium myrtoides,1,2,ESpedro4,0.5
Psychotria carthagenensis,6,12,ESpedro4,0.5
Quararibea penduliflora,8,16,ESpedro4,0.5
Rauia nodosa,27,54,ESpedro4,0.5
Ravenia infelix,22,44,ESpedro4,0.5
Rinorea bahiensis,61,122,ESpedro4,0.5
Rubiaceae sp.1,2,4,ESpedro4,0.5
Rubiaceae sp.2,1,2,ESpedro4,0.5
Rubiaceae sp.3,1,2,ESpedro4,0.5
Sacoglottis mattogrossensis,1,2,ESpedro4,0.5
Schefflera morototoni,1,2,ESpedro4,0.5
Senefeldera verticillata,2,4,ESpedro4,0.5
Sideroxylon sp.nova,2,4,ESpedro4,0.5
Simarouba amara,2,4,ESpedro4,0.5
Simira sampaioana,1,2,ESpedro4,0.5
Siparuna guianensis,32,64,ESpedro4,0.5
Siparuna reginae,1,2,ESpedro4,0.5
Sloanea guianensis,6,12,ESpedro4,0.5
Solanum alatirameum,2,4,ESpedro4,0.5
Solanum sp.,1,2,ESpedro4,0.5
Sorocea guilleminiana,15,30,ESpedro4,0.5
Sparattosperma leucanthum,2,4,ESpedro4,0.5
Stephanopodium blanchetianum,1,2,ESpedro4,0.5
Sterculia curiosa,13,26,ESpedro4,0.5
Swartzia linharensis,1,2,ESpedro4,0.5
Tabebuia cassinoides,19,38,ESpedro4,0.5
Tabebuia sp.,3,6,ESpedro4,0.5
Tabernaemontana salzmannii,16,32,ESpedro4,0.5
Tapirira guianensis,6,12,ESpedro4,0.5
Tetragastris catuaba,1,2,ESpedro4,0.5
Thyrsodium spruceanum,3,6,ESpedro4,0.5
Toulicia elliptica,11,22,ESpedro4,0.5
Trichilia casaretti,2,4,ESpedro4,0.5
Trichilia lepidota,4,8,ESpedro4,0.5
Vataireopsis araroba,2,4,ESpedro4,0.5
Virola gardneri,5,10,ESpedro4,0.5
Virola officinalis,4,8,ESpedro4,0.5
Vitex triflora,1,2,ESpedro4,0.5
Vochysia angelica,1,2,ESpedro4,0.5
Xylosma benthamii,7,14,ESpedro4,0.5
Zanthoxylum compactum,1,2,ESpedro4,0.5
Zollernia ilicifolia,5,10,ESpedro4,0.5
Actinostemon klotzschii,1,1,ESsoor,1
Allophylus petiolulatus,1,1,ESsoor,1
Alseis floribunda,2,2,ESsoor,1
Amaioua intermedia,2,2,ESsoor,1
Amphirrhox longifolia,2,2,ESsoor,1
Annona cacans,2,2,ESsoor,1
Annona neolaurifolia,1,1,ESsoor,1
Annonaceae sp.1,1,1,ESsoor,1
Aspidosperma cylindrocarpon,6,6,ESsoor,1
Aspidosperma discolor,5,5,ESsoor,1
Aspidosperma illustre,3,3,ESsoor,1
Aspidosperma spruceanum,3,3,ESsoor,1
Astronium concinnum,2,2,ESsoor,1
Beilschmiedia linharensis,9,9,ESsoor,1
Brosimum glaucum,3,3,ESsoor,1
Brosimum glaziovii,4,4,ESsoor,1
Brosimum guianense,3,3,ESsoor,1
Brosimum lactescens,2,2,ESsoor,1
Byrsonima cacaophila,1,1,ESsoor,1
Calyptranthes lucida,30,30,ESsoor,1
Campomanesia espiritosantensis,4,4,ESsoor,1
Campomanesia guazumifolia,12,12,ESsoor,1
Carpotroche brasiliensis,25,25,ESsoor,1
Caryodendron janeirense,23,23,ESsoor,1
Casearia commersoniana,9,9,ESsoor,1
Casearia decandra,1,1,ESsoor,1
Casearia javitensis,3,3,ESsoor,1
Casearia sp.1,1,1,ESsoor,1
Casearia sp.2,2,2,ESsoor,1
Cathedra bahiensis,1,1,ESsoor,1
Cecropia glaziovii,1,1,ESsoor,1
Cecropia hololeuca,1,1,ESsoor,1
Chrysobalanaceae sp.,1,1,ESsoor,1
Chrysophyllum gonocarpum,5,5,ESsoor,1
Chrysophyllum januariense,3,3,ESsoor,1
Chrysophyllum lucentifolium,4,4,ESsoor,1
Chrysophyllum sp.1,2,2,ESsoor,1
Chrysophyllum splendens,3,3,ESsoor,1
Citronella paniculata,7,7,ESsoor,1
Clarisia ilicifolia,11,11,ESsoor,1
Clarisia racemosa,12,12,ESsoor,1
Coccoloba lucidula,1,1,ESsoor,1
Coccoloba tenuiflora,2,2,ESsoor,1
Connarus detersus,1,1,ESsoor,1
Copaifera lucens,2,2,ESsoor,1
Cordia sellowiana,2,2,ESsoor,1
Cordia trichoclada,1,1,ESsoor,1
Couepia carautae,1,1,ESsoor,1
Couepia schottii,2,2,ESsoor,1
Couratari asterotricha,6,6,ESsoor,1
Coussapoa curranii,1,1,ESsoor,1
Coussarea contracta,3,3,ESsoor,1
Crepidospermum atlanticum,6,6,ESsoor,1
Cryptocarya moschata,2,2,ESsoor,1
Cryptocarya saligna,1,1,ESsoor,1
Cupania rugosa,4,4,ESsoor,1
Cupania scrobiculata,5,5,ESsoor,1
Deguelia costata,2,2,ESsoor,1
Dialium guianense,31,31,ESsoor,1
Diplotropis incexis,1,1,ESsoor,1
Discophora guianensis,2,2,ESsoor,1
Drypetes sessiliflora,7,7,ESsoor,1
Duguetia bahiensis,4,4,ESsoor,1
Duguetia flagellaris,6,6,ESsoor,1
Ecclinusa ramiflora,40,40,ESsoor,1
Ephedranthus dimerus,1,1,ESsoor,1
Eriotheca macrophylla,14,14,ESsoor,1
Eschweilera ovata,11,11,ESsoor,1
Esenbeckia grandiflora,1,1,ESsoor,1
Eugenia beaurepairiana,2,2,ESsoor,1
Eugenia brasiliensis,43,43,ESsoor,1
Eugenia candolleana,1,1,ESsoor,1
Eugenia excelsa,39,39,ESsoor,1
Eugenia itapemirimensis,1,1,ESsoor,1
Eugenia ligustrina,7,7,ESsoor,1
Eugenia moonioides,1,1,ESsoor,1
Eugenia neoglomerata,2,2,ESsoor,1
Eugenia pisiformis,51,51,ESsoor,1
Eugenia platysema,22,22,ESsoor,1
Eugenia prasina,18,18,ESsoor,1
Eugenia pyriflora,3,3,ESsoor,1
Eugenia sp.1,1,1,ESsoor,1
Eugenia sp.2,1,1,ESsoor,1
Eugenia sp.3,1,1,ESsoor,1
Eugenia sp.4,7,7,ESsoor,1
Exellodendron gracile,2,2,ESsoor,1
Exostyles venusta,2,2,ESsoor,1
Fabaceae sp.1,1,1,ESsoor,1
Fabaceae sp.2,1,1,ESsoor,1
Ficus gomelleira,2,2,ESsoor,1
Garcinia gardneriana,6,6,ESsoor,1
Geissospermum laeve,12,12,ESsoor,1
Glycydendron amazonicum,2,2,ESsoor,1
Guapira graciliflora,13,13,ESsoor,1
Guapira noxia,9,9,ESsoor,1
Guapira opposita,9,9,ESsoor,1
Guarea juglandiformis,1,1,ESsoor,1
Guarea penningtoniana,8,8,ESsoor,1
Guatteria sellowiana,1,1,ESsoor,1
Guatteria sp.1,1,1,ESsoor,1
Handroanthus riodocensis,2,2,ESsoor,1
Heisteria ovata,2,2,ESsoor,1
Helicostylis tomentosa,1,1,ESsoor,1
Himatanthus phagedaenicus,1,1,ESsoor,1
Hirtella hebeclada,4,4,ESsoor,1
Hirtella sp.1,1,1,ESsoor,1
Hirtella sprucei,1,1,ESsoor,1
Humiriastrum dentatum,2,2,ESsoor,1
Hydrogaster trinervis,13,13,ESsoor,1
Hymenaea courbaril,1,1,ESsoor,1
Indet. sp.1,2,2,ESsoor,1
Indet. sp.2,1,1,ESsoor,1
Indet. sp.3,1,1,ESsoor,1
Inga cabelo,3,3,ESsoor,1
Inga capitata,6,6,ESsoor,1
Inga cordistipula,3,3,ESsoor,1
Inga cylindrica,4,4,ESsoor,1
Inga flagelliformis,5,5,ESsoor,1
Inga hispida,8,8,ESsoor,1
Ixora brevifolia,1,1,ESsoor,1
Jacaranda puberula,6,6,ESsoor,1
Jacaratia heptaphylla,2,2,ESsoor,1
Jacaratia spinosa,1,1,ESsoor,1
Joannesia princeps,6,6,ESsoor,1
Lacistema aggregatum,2,2,ESsoor,1
Lauraceae sp.1,1,1,ESsoor,1
Lecythis lanceolata,7,7,ESsoor,1
Lecythis lurida,5,5,ESsoor,1
Licania belemii,1,1,ESsoor,1
Licania heteromorpha,4,4,ESsoor,1
Licania kunthiana,4,4,ESsoor,1
Licania salzmannii,2,2,ESsoor,1
Lonchocarpus cultratus,7,7,ESsoor,1
Luehea divaricata,2,2,ESsoor,1
Machaerium fulvovenosum,1,1,ESsoor,1
Machaerium ovalifolium,8,8,ESsoor,1
Manilkara salzmannii,1,1,ESsoor,1
Margaritaria nobilis,2,2,ESsoor,1
Marlierea estrellensis,2,2,ESsoor,1
Marlierea glabra,3,3,ESsoor,1
Marlierea obversa,9,9,ESsoor,1
Marlierea regeliana,3,3,ESsoor,1
Marlierea sp.1,2,2,ESsoor,1
Marlierea sucrei,12,12,ESsoor,1
Marlierea tomentosa,6,6,ESsoor,1
Maytenus samydaeformis,2,2,ESsoor,1
Melanopsidium nigrum,2,2,ESsoor,1
Melanoxylon brauna,9,9,ESsoor,1
Micropholis crassipedicellata,14,14,ESsoor,1
Micropholis gardneriana,2,2,ESsoor,1
Mollinedia marqueteana,11,11,ESsoor,1
Monilicarpa brasiliana,4,4,ESsoor,1
Mouriri arborea,3,3,ESsoor,1
Myrcia isaiana,3,3,ESsoor,1
Myrcia lineata,6,6,ESsoor,1
Myrcia multiflora,1,1,ESsoor,1
Myrcia sp.1,1,1,ESsoor,1
Myrcia sp.2,1,1,ESsoor,1
Myrcia sp.3,1,1,ESsoor,1
Myrciaria delicatula,1,1,ESsoor,1
Myrciaria floribunda,4,4,ESsoor,1
Myrocarpus frondosus,1,1,ESsoor,1
Myroxylon peruiferum,2,2,ESsoor,1
Myrtaceae sp.1,1,1,ESsoor,1
Myrtaceae sp.2,1,1,ESsoor,1
Myrtaceae sp.3,1,1,ESsoor,1
Myrtaceae sp.4,1,1,ESsoor,1
Naucleopsis oblongifolia,5,5,ESsoor,1
Neomitranthes langsdorffii,8,8,ESsoor,1
Neoraputia alba,25,25,ESsoor,1
Ocotea argentea,1,1,ESsoor,1
Ocotea cernua,3,3,ESsoor,1
Ocotea confertiflora,9,9,ESsoor,1
Ocotea divaricata,4,4,ESsoor,1
Ocotea elegans,12,12,ESsoor,1
Ocotea mosenii,2,2,ESsoor,1
Ocotea odorifera,1,1,ESsoor,1
Ocotea sp.,6,6,ESsoor,1
Ocotea teleiandra,2,2,ESsoor,1
Ormosia nitida,4,4,ESsoor,1
Ouratea cuspidata,1,1,ESsoor,1
Oxandra martiana,8,8,ESsoor,1
Pachira endecaphylla,4,4,ESsoor,1
Parinari excelsa,4,4,ESsoor,1
Peltogyne angustiflora,1,1,ESsoor,1
Piptadenia paniculata,2,2,ESsoor,1
Plinia cauliflora,2,2,ESsoor,1
Plinia involucrata,2,2,ESsoor,1
Plinia rivularis,4,4,ESsoor,1
Posoqueria latifolia,2,2,ESsoor,1
Pourouma mollis,4,4,ESsoor,1
Pourouma velutina,2,2,ESsoor,1
Pouteria bangii,7,7,ESsoor,1
Pouteria bapeba,4,4,ESsoor,1
Pouteria coelomatica,3,3,ESsoor,1
Pouteria cuspidata,1,1,ESsoor,1
Pouteria filipes,2,2,ESsoor,1
Pouteria hispida,20,20,ESsoor,1
Pouteria psammophila,2,2,ESsoor,1
Pouteria reticulata,3,3,ESsoor,1
Pouteria sp.1,7,7,ESsoor,1
Pouteria venosa,3,3,ESsoor,1
Pradosia lactescens,3,3,ESsoor,1
Protium aracouchini,1,1,ESsoor,1
Protium heptaphyllum,7,7,ESsoor,1
Protium warmingianum,10,10,ESsoor,1
Pseudopiptadenia contorta,1,1,ESsoor,1
Psidium rufum,3,3,ESsoor,1
Psychotria sp.1,1,1,ESsoor,1
Pterocarpus rohrii,8,8,ESsoor,1
Qualea megalocarpa,1,1,ESsoor,1
Quararibea penduliflora,24,24,ESsoor,1
Randia armata,6,6,ESsoor,1
Rauia nodosa,1,1,ESsoor,1
Ravenia infelix,17,17,ESsoor,1
Rinorea bahiensis,111,111,ESsoor,1
Rubiaceae sp.1,1,1,ESsoor,1
Salicaceae sp.,1,1,ESsoor,1
Schoepfia brasiliensis,31,31,ESsoor,1
Sclerolobium striatum,12,12,ESsoor,1
Senefeldera verticillata,19,19,ESsoor,1
Simaba subcymosa,1,1,ESsoor,1
Simarouba amara,3,3,ESsoor,1
Simira glaziovii,3,3,ESsoor,1
Simira grazielae,2,2,ESsoor,1
Siparuna reginae,14,14,ESsoor,1
Sloanea obtusifolia,7,7,ESsoor,1
Sorocea guilleminiana,19,19,ESsoor,1
Spondias macrocarpa,1,1,ESsoor,1
Spondias venulosa,1,1,ESsoor,1
Stephanopodium blanchetianum,20,20,ESsoor,1
Sterculia curiosa,64,64,ESsoor,1
Swartzia apetala,3,3,ESsoor,1
Swartzia flaemingii,1,1,ESsoor,1
Swartzia myrtifolia,1,1,ESsoor,1
Swartzia simplex,3,3,ESsoor,1
Tabebuia obtusifolia,4,4,ESsoor,1
Tachigali paratyensis,2,2,ESsoor,1
Talisia coriacea,2,2,ESsoor,1
Tapirira guianensis,3,3,ESsoor,1
Terminalia mameluco,5,5,ESsoor,1
Thyrsodium spruceanum,10,10,ESsoor,1
Tovomita brevistaminea,2,2,ESsoor,1
Trichilia casaretti,2,2,ESsoor,1
Trichilia lepidota,6,6,ESsoor,1
Trichilia pallens,6,6,ESsoor,1
Trichilia pseudostipularis,2,2,ESsoor,1
Trichilia ramalhoi,1,1,ESsoor,1
Trichilia surumuensis,1,1,ESsoor,1
Vatairea heteroptera,1,1,ESsoor,1
Virola bicuhyba,2,2,ESsoor,1
Virola gardneri,12,12,ESsoor,1
Xylopia laevigata,4,4,ESsoor,1
Xylopia ochrantha,1,1,ESsoor,1
Zollernia ilicifolia,4,4,ESsoor,1
Zollernia modesta,1,1,ESsoor,1
Agonandra brasiliensis,4,4,GOitum2,1
Alibertia edulis,1,1,GOitum2,1
Annona montana,36,36,GOitum2,1
Antonia ovata,18,18,GOitum2,1
Apuleia leiocarpa,1,1,GOitum2,1
Aspidosperma cylindrocarpon,1,1,GOitum2,1
Aspidosperma discolor,38,38,GOitum2,1
Astronium fraxinifolium,0,0,GOitum2,1
Astronium nelson-rosae,1,1,GOitum2,1
Byrsonima laxiflora,1,1,GOitum2,1
Callisthene major,25,25,GOitum2,1
Campomanesia velutina,5,5,GOitum2,1
Cardiopetalum calophyllum,4,4,GOitum2,1
Casearia gossypiosperma,3,3,GOitum2,1
Cheiloclinium cognatum,37,37,GOitum2,1
Chomelia bella,0,0,GOitum2,1
Coccoloba mollis,2,2,GOitum2,1
Copaifera langsdorffii,1,1,GOitum2,1
Cordia trichotoma,1,1,GOitum2,1
Cordiera sessilis,1,1,GOitum2,1
Coussarea hydrangeifolia,0,0,GOitum2,1
Cupania vernalis,0,0,GOitum2,1
Diospyros hispida,2,2,GOitum2,1
Dipteryx alata,3,3,GOitum2,1
Emmotum nitens,57,57,GOitum2,1
Erythroxylum daphnites,0,0,GOitum2,1
Erythroxylum subracemosum,1,1,GOitum2,1
Eugenia brasiliensis,3,3,GOitum2,1
Eugenia florida,3,3,GOitum2,1
Ficus trigona,1,1,GOitum2,1
Garcinia gardneriana,0,0,GOitum2,1
Genipa americana,0,0,GOitum2,1
Guazuma ulmifolia,2,2,GOitum2,1
Handroanthus chrysotrichus,1,1,GOitum2,1
Handroanthus serratifolius,0,0,GOitum2,1
Hirtella glandulosa,4,4,GOitum2,1
Hirtella gracilipes,99,99,GOitum2,1
Hymenaea courbaril,4,4,GOitum2,1
Inga laurina,4,4,GOitum2,1
Inga sessilis,0,0,GOitum2,1
Ixora brevifolia,4,4,GOitum2,1
Jacaranda cuspidifolia,1,1,GOitum2,1
Lacistema aggregatum,2,2,GOitum2,1
Lamanonia ternata,1,1,GOitum2,1
Licania apetala,11,11,GOitum2,1
Licania humilis,6,6,GOitum2,1
Licania kunthiana,3,3,GOitum2,1
Luehea grandiflora,3,3,GOitum2,1
Machaerium acutifolium,1,1,GOitum2,1
Machaerium stipitatum,1,1,GOitum2,1
Maprounea guianensis,33,33,GOitum2,1
Margaritaria nobilis,3,3,GOitum2,1
Matayba guianensis,2,2,GOitum2,1
Maytenus aquifolia,1,1,GOitum2,1
Miconia albicans,0,0,GOitum2,1
Micropholis venulosa,9,9,GOitum2,1
Myrcia splendens,1,1,GOitum2,1
Myrcia tomentosa,5,5,GOitum2,1
Nectandra megapotamica,239,239,GOitum2,1
Nectandra membranacea,3,3,GOitum2,1
Ocotea corymbosa,28,28,GOitum2,1
Ocotea minarum,5,5,GOitum2,1
Ormosia arborea,7,7,GOitum2,1
Ouratea castaneifolia,0,0,GOitum2,1
Pera glabrata,3,3,GOitum2,1
Piptadenia gonoacantha,0,0,GOitum2,1
Plathymenia reticulata,2,2,GOitum2,1
Platypodium elegans,2,2,GOitum2,1
Pouteria gardneri,4,4,GOitum2,1
Pouteria torta,1,1,GOitum2,1
Protium heptaphyllum,68,68,GOitum2,1
Pseudolmedia laevigata,0,0,GOitum2,1
Qualea dichotoma,4,4,GOitum2,1
Qualea grandiflora,2,2,GOitum2,1
Rhamnidium elaeocarpum,0,0,GOitum2,1
Roupala montana,4,4,GOitum2,1
Rudgea viburnoides,0,0,GOitum2,1
Schefflera morototoni,58,58,GOitum2,1
Senegalia polyphylla,5,5,GOitum2,1
Simira viridiflora,0,0,GOitum2,1
Siparuna guianensis,65,65,GOitum2,1
Siphoneugena densiflora,21,21,GOitum2,1
Sorocea bonplandii,0,0,GOitum2,1
Styrax camporum,9,9,GOitum2,1
Sweetia fruticosa,0,0,GOitum2,1
Symplocos tetrandra,0,0,GOitum2,1
Tabebuia roseoalba,1,1,GOitum2,1
Tachigali vulgaris,1,1,GOitum2,1
Tapirira guianensis,4,4,GOitum2,1
Tapirira obtusa,1,1,GOitum2,1
Terminalia glabrescens,16,16,GOitum2,1
Trichilia clausseni,0,0,GOitum2,1
Trichilia elegans,0,0,GOitum2,1
Trichilia pallida,0,0,GOitum2,1
Unonopsis guatterioides,0,0,GOitum2,1
Vatairea macrocarpa,4,4,GOitum2,1
Virola sebifera,55,55,GOitum2,1
Vochysia haenkeana,11,11,GOitum2,1
Xylopia aromatica,41,41,GOitum2,1
Zanthoxylum rhoifolium,1,1,GOitum2,1
Abarema brachystachya,1,1,MGaguas1,1
Albizia polycephala,14,14,MGaguas1,1
Amaioua guianensis,2,2,MGaguas1,1
Anadenanthera colubrina,7,7,MGaguas1,1
Anadenanthera peregrina,7,7,MGaguas1,1
Andradaea floribunda,3,3,MGaguas1,1
Annona dolabripetala,24,24,MGaguas1,1
Astronium fraxinifolium,36,36,MGaguas1,1
Bauhinia acuruana,3,3,MGaguas1,1
Bixa arborea,7,7,MGaguas1,1
Bowdichia virgilioides,1,1,MGaguas1,1
Byrsonima laxiflora,150,150,MGaguas1,1
Cabralea canjerana,25,25,MGaguas1,1
Casearia arborea,38,38,MGaguas1,1
Casearia gossypiosperma,22,22,MGaguas1,1
Cecropia hololeuca,1,1,MGaguas1,1
Cedrela fissilis,2,2,MGaguas1,1
Copaifera langsdorffii,1,1,MGaguas1,1
Cordia sellowiana,3,3,MGaguas1,1
Coutarea hexandra,4,4,MGaguas1,1
Dalbergia frutescens,2,2,MGaguas1,1
Dalbergia nigra,11,11,MGaguas1,1
Dictyoloma vandellianum,20,20,MGaguas1,1
Diospyros hispida,6,6,MGaguas1,1
Erythroxylum citrifolium,1,1,MGaguas1,1
Eugenia handroana,14,14,MGaguas1,1
Eugenia sp.,32,32,MGaguas1,1
Handroanthus impetiginosus,50,50,MGaguas1,1
Himatanthus lancifolius,1,1,MGaguas1,1
Inga thibaudiana,19,19,MGaguas1,1
Inga vera,1,1,MGaguas1,1
Jacaranda macrantha,1,1,MGaguas1,1
Joannesia princeps,2,2,MGaguas1,1
Lecythis lurida,1,1,MGaguas1,1
Luehea candicans,16,16,MGaguas1,1
Myracrodruon urundeuva,1,1,MGaguas1,1
Myrcia guianensis,22,22,MGaguas1,1
Myrcia splendens,40,40,MGaguas1,1
Myrciaria floribunda,1,1,MGaguas1,1
Ocotea odorifera,11,11,MGaguas1,1
Ocotea sp.15,1,1,MGaguas1,1
Platypodium elegans,1,1,MGaguas1,1
Pogonophora schomburgkiana,24,24,MGaguas1,1
Pouteria torta,5,5,MGaguas1,1
Psidium guajava,8,8,MGaguas1,1
Randia armata,1,1,MGaguas1,1
Randia ferox,3,3,MGaguas1,1
Swartzia apetala,1,1,MGaguas1,1
Syagrus botryophora,1,1,MGaguas1,1
Thyrsodium spruceanum,6,6,MGaguas1,1
Triplaris gardneriana,1,1,MGaguas1,1
Zanthoxylum rhoifolium,44,44,MGaguas1,1
Acrocomia aculeata,11,9.166666667,MGarag4,1.2
Aegiphila integrifolia,2,1.666666667,MGarag4,1.2
Allophylus racemosus,5,4.166666667,MGarag4,1.2
Aloysia virgata,3,2.5,MGarag4,1.2
Anadenanthera colubrina,138,115,MGarag4,1.2
Apeiba tibourbou,4,3.333333333,MGarag4,1.2
Aspidosperma olivaceum,3,2.5,MGarag4,1.2
Astronium fraxinifolium,5,4.166666667,MGarag4,1.2
Attalea phalerata,1,0.833333333,MGarag4,1.2
Bauhinia ungulata,28,23.33333333,MGarag4,1.2
Campomanesia velutina,93,77.5,MGarag4,1.2
Casearia gossypiosperma,9,7.5,MGarag4,1.2
Casearia mariquitensis,24,20,MGarag4,1.2
Casearia sylvestris,9,7.5,MGarag4,1.2
Cecropia pachystachya,6,5,MGarag4,1.2
Celtis iguanaea,10,8.333333333,MGarag4,1.2
Chomelia pohliana,10,8.333333333,MGarag4,1.2
Chomelia sessilis,1,0.833333333,MGarag4,1.2
Chrysophyllum gonocarpum,1,0.833333333,MGarag4,1.2
Cordia alliodora,7,5.833333333,MGarag4,1.2
Cupania vernalis,1,0.833333333,MGarag4,1.2
Dilodendron bipinnatum,4,3.333333333,MGarag4,1.2
Enterolobium contortisiliquum,3,2.5,MGarag4,1.2
Eugenia sp.,1,0.833333333,MGarag4,1.2
Ficus sp.,1,0.833333333,MGarag4,1.2
Guazuma ulmifolia,19,15.83333333,MGarag4,1.2
Handroanthus chrysotrichus,4,3.333333333,MGarag4,1.2
Hymenaea courbaril,1,0.833333333,MGarag4,1.2
Lonchocarpus cultratus,4,3.333333333,MGarag4,1.2
Machaerium brasiliense,6,5,MGarag4,1.2
Machaerium hirtum,5,4.166666667,MGarag4,1.2
Maclura tinctoria,7,5.833333333,MGarag4,1.2
Matayba guianensis,9,7.5,MGarag4,1.2
Myracrodruon urundeuva,281,234.1666667,MGarag4,1.2
Myrcia splendens,1,0.833333333,MGarag4,1.2
Myrsine umbellata,15,12.5,MGarag4,1.2
Piptadenia gonoacantha,70,58.33333333,MGarag4,1.2
Platypodium elegans,21,17.5,MGarag4,1.2
Pouteria gardneri,1,0.833333333,MGarag4,1.2
Rhamnidium elaeocarpum,10,8.333333333,MGarag4,1.2
Senegalia polyphylla,41,34.16666667,MGarag4,1.2
Sterculia striata,1,0.833333333,MGarag4,1.2
Tabebuia roseoalba,245,204.1666667,MGarag4,1.2
Tapirira guianensis,1,0.833333333,MGarag4,1.2
Tocoyena formosa,1,0.833333333,MGarag4,1.2
Zanthoxylum rhoifolium,3,2.5,MGarag4,1.2
Agonandra brasiliensis,2,2.5,MGarag5,0.8
Albizia polycephala,3,3.75,MGarag5,0.8
Alchornea glandulosa,73,91.25,MGarag5,0.8
Amaioua intermedia,43,53.75,MGarag5,0.8
Annona cacans,6,7.5,MGarag5,0.8
Annona sp.,2,2.5,MGarag5,0.8
Apuleia leiocarpa,16,20,MGarag5,0.8
Aspidosperma cylindrocarpon,1,1.25,MGarag5,0.8
Aspidosperma discolor,20,25,MGarag5,0.8
Astronium nelson-rosae,32,40,MGarag5,0.8
Bauhinia ungulata,1,1.25,MGarag5,0.8
Cabralea canjerana,22,27.5,MGarag5,0.8
Callisthene major,3,3.75,MGarag5,0.8
Cardiopetalum calophyllum,3,3.75,MGarag5,0.8
Cariniana estrellensis,2,2.5,MGarag5,0.8
Casearia gossypiosperma,3,3.75,MGarag5,0.8
Casearia grandiflora,9,11.25,MGarag5,0.8
Casearia sylvestris,2,2.5,MGarag5,0.8
Cassia ferruginea,2,2.5,MGarag5,0.8
Ceiba speciosa,3,3.75,MGarag5,0.8
Cheiloclinium cognatum,24,30,MGarag5,0.8
Copaifera langsdorffii,25,31.25,MGarag5,0.8
Cordia sellowiana,9,11.25,MGarag5,0.8
Cordiera sessilis,8,10,MGarag5,0.8
Cryptocarya aschersoniana,2,2.5,MGarag5,0.8
Duguetia lanceolata,49,61.25,MGarag5,0.8
Eugenia florida,5,6.25,MGarag5,0.8
Faramea hyacinthina,15,18.75,MGarag5,0.8
Ficus enormis,3,3.75,MGarag5,0.8
Garcinia gardneriana,3,3.75,MGarag5,0.8
Guapira areolata,2,2.5,MGarag5,0.8
Handroanthus serratifolius,3,3.75,MGarag5,0.8
Heisteria ovata,21,26.25,MGarag5,0.8
Hirtella glandulosa,9,11.25,MGarag5,0.8
Hirtella gracilipes,7,8.75,MGarag5,0.8
Hymenaea courbaril,9,11.25,MGarag5,0.8
Inga laurina,10,12.5,MGarag5,0.8
