"SiteCode"	"kernel_percentil"	"S.medio"	"S.var"	"p"	"S.obs"	"DA"	"N"	"txt.file"	"kernel_type"	"kernel_code"	"dist_0"	"kernel"	"U"	"U.var"	"KS"	"KS.var"	"KS_p"	"KS_p.var"	"GOF"	"date"
"MGuberl1"	0.55	88.49	7.3353922729449	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	2.69775401799821	0.01334392	7.15530666666651e-10	0.13347805347424	0.00169699104840561	0.478996776345978	0.091942751822538	94	"yes"
"MGuberl1"	0.6	87.07	8.52833068322425	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	2.4521908217321	0.01273444	3.03938602666667e-07	0.135688684490777	0.00179266764253612	0.471405252339171	0.0937870631286295	93	"yes"
"MGuberl1"	0.65	84.13	9.44912480581983	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	2.22983313346812	0.01239248	1.2064344e-08	0.133385324242972	0.00152957263691786	0.479787208846363	0.0855428942736129	96	"yes"
"MGuberl1"	0.7	83.55	7.91287788125384	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	2.02396105405356	0.008678674	2.83762203293333e-07	0.0945029578314846	0.00117650896199352	0.79195184248459	0.059298172300013	99	"yes"
"MGuberl1"	0.75	88.64	7.5190263715296	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	1.82525269306769	0.009257418	3.79202950484444e-07	0.0853608253702191	0.000875584026784419	0.838971409737613	0.0459852514604422	100	"yes"
"MGuberl1"	0.8	87.58	7.98885587439267	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	1.65583723799593	0.00920161	1.386447866e-07	0.0919170095373899	0.00105945054670868	0.793265092800495	0.05884963005208	100	"yes"
"MGuberl1"	0.85	87.1	7.54983443527075	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	1.45870833577201	0.009099906	2.09113894448889e-07	0.0924751995796026	0.000761945193491609	0.800503825835145	0.0491585700317095	100	"yes"
"MGuberl1"	0.9	86.52	8.06223269073747	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	1.26747048889192	0.009086849	1.5780918761e-07	0.0852504653137363	0.000863923098913595	0.840138952213366	0.0434651816503854	100	"yes"
"MGuberl1"	0.95	83.8	7.7132969277054	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	1.02040304039515	0.008872836	9.50517669377777e-08	0.0987104435515198	0.00125013691035502	0.75425503986048	0.069084677813444	100	"yes"
"MGuberl1"	0.99	83.23	7.50872220094132	0.234288719011765	87	1253.63636363636	1379	"ref76_MG_87.txt"	"laplace"	"2"	2.82432200338864	0.727063782778486	0.008640807	2.3554901929e-07	0.0878424555639251	0.000911391929809269	0.826534390648417	0.0456006361171899	100	"yes"
"MGuberl3"	0.25	83.76	7.73176577634126	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	5.87875916245522	0.01624546	1.01061527111111e-07	0.16696419475303	0.00151109524147575	0.259474436536387	0.0536496061200009	85	"yes"
"MGuberl3"	0.5	82.9	7.39164147103765	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	3.34931778154722	0.01356322	4.08045066666673e-09	0.103183757921123	0.00105455257380941	0.719716491633323	0.0692216450034329	100	"yes"
"MGuberl3"	0.55	83.02	8.27431220248804	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	3.05858875381495	0.01348462	5.05811751111113e-08	0.0995558704117338	0.000852971974633988	0.762741326509982	0.0644066570986564	100	"yes"
"MGuberl3"	0.6	82.94	7.87890675900989	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	2.76881752368366	0.0135255	4.48758400000002e-08	0.0965134366861497	0.000769877863937277	0.781260335113318	0.0506393877157729	100	"yes"
"MGuberl3"	0.65	82.72	8.18730231467724	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	2.52191246380561	0.0133261	7.23288177777779e-08	0.0998247214205472	0.000917448858449449	0.758428388009914	0.0590015072476727	99	"yes"
"MGuberl3"	0.7	80.14	7.61447319387245	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	2.29516138387002	0.013141	8.57374777777779e-08	0.0988905196644325	0.000889262342643961	0.758962681389374	0.0575575153781233	100	"yes"
"MGuberl3"	0.75	83.16	7.38373861668978	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	2.07514252443466	0.01109062	3.07707792888889e-07	0.0963558947874967	0.00119689875148615	0.772318753395684	0.065910077765135	100	"yes"
"MGuberl3"	0.8	84.03	7.0114696797966	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	1.85951040849012	0.0113427	2.16160946666666e-07	0.0948090905798919	0.000974362707176608	0.79092655961713	0.0555123202089918	100	"yes"
"MGuberl3"	0.85	82.74	7.29275273297007	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	1.65725474412986	0.01096139	2.20888210000001e-08	0.0982584264071116	0.00119156104657429	0.759542252042731	0.0679653960518712	100	"yes"
"MGuberl3"	0.9	85.51	7.60581250349914	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	1.42550204806965	0.01125482	2.63614897333333e-07	0.0957515043386459	0.00102116687364117	0.781205519708589	0.0573310487071553	100	"yes"
"MGuberl3"	0.95	85.1	7.53510303697154	0.0180417237953712	85	975	975	"ref89_MG_102.txt"	"laplace"	"2"	3.20256307610174	1.16338983030628	0.01135866	4.62410798222222e-07	0.0967479746136564	0.00102919407363057	0.769563715316651	0.0597765960068355	100	"yes"
